date,spot,futures
2014/1/6,2238.64,2240.8
2014/1/7,2238,2238.4
2014/1/8,2241.91,2241.2
2014/1/9,2222.22,2223.6
2014/1/10,2204.85,2218
2014/1/13,2193.68,2204.4
2014/1/14,2212.85,2217.6
2014/1/15,2208.94,2211.6
2014/1/16,2211.84,2211.2
2014/1/17,2178.49,2182.8
2014/1/20,2165.99,2184.6
2014/1/21,2187.41,2206.4
2014/1/22,2243.8,2254.6
2014/1/23,2231.89,2244.2
2014/1/24,2245.68,2251.8
2014/1/27,2215.92,2227
2014/1/28,2219.85,2230.8
2014/1/29,2227.78,2240
2014/1/30,2202.45,2199.2
2014/2/7,2212.48,2214.6
2014/2/10,2267.53,2260.4
2014/2/11,2285.56,2277.4
2014/2/12,2291.25,2284
2014/2/13,2279.55,2273.4
2014/2/14,2295.57,2288.4
2014/2/17,2311.65,2305.4
2014/2/18,2282.44,2280.4
2014/2/19,2308.66,2304.2
2014/2/20,2287.44,2284
2014/2/21,2264.29,2261.2
2014/2/24,2214.51,2206.2
2014/2/25,2157.91,2145.6
2014/2/26,2163.4,2149
2014/2/27,2154.11,2148.2
2014/2/28,2178.97,2174
2014/3/3,2190.37,2163.8
2014/3/4,2184.27,2169.8
2014/3/5,2163.98,2149.6
2014/3/6,2173.63,2167.4
2014/3/7,2168.36,2141.2
2014/3/10,2097.79,2062.8
2014/3/11,2108.66,2088.6
2014/3/12,2114.13,2085.8
2014/3/13,2140.33,2105.4
2014/3/14,2122.84,2100
2014/3/17,2143.04,2137.4
2014/3/18,2138.13,2114.4
2014/3/19,2120.87,2123.2
2014/3/20,2086.97,2081.6
2014/3/21,2158.8,2143.6
2014/3/24,2176.55,2150.8
2014/3/25,2174.44,2152.6
2014/3/26,2171.05,2153
2014/3/27,2155.71,2134.8
2014/3/28,2151.97,2145
2014/3/31,2146.3,2143.4
2014/4/1,2163.11,2158.4
2014/4/2,2180.73,2175
2014/4/3,2165.01,2159.6
2014/4/4,2185.47,2188
2014/4/8,2237.32,2247.2
2014/4/9,2238.62,2236.2
2014/4/10,2273.76,2285
2014/4/11,2270.67,2272
2014/4/14,2268.61,2272.4
2014/4/15,2229.46,2236.8
2014/4/16,2232.53,2233
2014/4/17,2224.8,2229
2014/4/18,2224.48,2221.4
2014/4/21,2187.25,2179.8
2014/4/22,2196.79,2188.6
2014/4/23,2194.67,2185
2014/4/24,2190.47,2183.2
2014/4/25,2167.83,2172.4
2014/4/28,2134.97,2143.6
2014/4/29,2158.47,2160.8
2014/4/30,2158.66,2147
2014/5/5,2156.47,2156.6
2014/5/6,2157.33,2144.8
2014/5/7,2137.32,2136
2014/5/8,2135.5,2137.4
2014/5/9,2133.91,2138
2014/5/12,2180.05,2178.8
2014/5/13,2174.85,2166.6
2014/5/14,2172.37,2165.6
2014/5/15,2144.08,2147.4
2014/5/16,2145.95,2142.2
2014/5/19,2115.14,2099.6
2014/5/20,2115.77,2099.4
2014/5/21,2135.9,2119.2
2014/5/22,2130.87,2114.2
2014/5/23,2148.41,2143.2
2014/5/26,2155.98,2148.2
2014/5/27,2147.28,2142.2
2014/5/28,2169.35,2173.8
2014/5/29,2155.16,2153.4
2014/5/30,2156.46,2147.8
2014/6/3,2149.92,2139.2
2014/6/4,2128.27,2125.2
2014/6/5,2150.6,2149.6
2014/6/6,2134.72,2125.6
2014/6/9,2134.28,2128.2
2014/6/10,2161.27,2157.6
2014/6/11,2160.77,2151.2
2014/6/12,2153.41,2150.4
2014/6/13,2176.24,2177.2
2014/6/16,2191.85,2186.6
2014/6/17,2169.67,2173
2014/6/18,2160.24,2164.2
2014/6/19,2126.91,2135.6
2014/6/20,2136.73,2130
2014/6/23,2134.11,2123.2
2014/6/24,2144.82,2132.2
2014/6/25,2133.37,2126
2014/6/26,2149.08,2135.6
2014/6/27,2150.26,2142.4
2014/6/30,2165.12,2154.2
2014/7/1,2164.56,2156.2
2014/7/2,2170.87,2163.2
2014/7/3,2180.19,2167.4
2014/7/4,2178.7,2166.6
2014/7/7,2176.29,2163.2
2014/7/8,2180.47,2167
2014/7/9,2148.71,2132.2
2014/7/10,2142.85,2133.2
2014/7/11,2148.01,2138
2014/7/14,2171.76,2162.4
2014/7/15,2174.98,2163
2014/7/16,2170.87,2163.4
2014/7/17,2157.07,2155.8
2014/7/18,2164.14,2167.4
2014/7/21,2166.29,2157.4
2014/7/22,2192.7,2186.4
2014/7/23,2197.83,2190.6
2014/7/24,2237.01,2240.4
2014/7/25,2260.45,2274.6
2014/7/28,2323.9,2336.4
2014/7/29,2331.37,2335.4
2014/7/30,2322.01,2328.8
2014/7/31,2350.25,2370.8
2014/8/1,2329.4,2342.6
2014/8/4,2375.62,2386.4
2014/8/5,2369.35,2368
2014/8/6,2363.22,2362
2014/8/7,2327.46,2334.4
2014/8/8,2331.13,2338.6
2014/8/11,2365.35,2360
2014/8/12,2357.05,2365.8
2014/8/13,2358.9,2358.8
2014/8/14,2335.95,2335.6
2014/8/15,2360.63,2360.2
2014/8/18,2374.56,2376.2
2014/8/19,2374.77,2374.4
2014/8/20,2366.14,2364.4
2014/8/21,2354.24,2354.8
2014/8/22,2365.36,2372.2
2014/8/25,2342.86,2348
2014/8/26,2324.09,2337.6
2014/8/27,2327.59,2336
2014/8/28,2311.28,2330.6
2014/8/29,2338.29,2351.6
2014/9/1,2355.32,2349.6
2014/9/2,2386.46,2389.4
2014/9/3,2408.84,2411.6
2014/9/4,2426.22,2445.6
2014/9/5,2449.26,2470.2
2014/9/9,2445.22,2457.6
2014/9/10,2432.43,2441.4
2014/9/11,2423.45,2418
2014/9/12,2438.36,2439.2
2014/9/15,2437.19,2433
2014/9/16,2388.76,2394.2
2014/9/17,2401.33,2402
2014/9/18,2408.66,2405.8
2014/9/19,2425.21,2419.4
2014/9/22,2378.92,2389.2
2014/9/23,2399.46,2403.8
2014/9/24,2441.86,2468.4
2014/9/25,2436.97,2454.6
2014/9/26,2437.2,2450.8
2014/9/29,2447.8,2455.2
2014/9/30,2450.99,2453.2
2014/10/8,2478.38,2483.6
2014/10/9,2481.96,2475
2014/10/10,2466.79,2469.8
2014/10/13,2454.95,2454.4
2014/10/14,2446.56,2438.6
2014/10/15,2463.87,2455
2014/10/16,2444.39,2446.6
2014/10/17,2441.73,2438
2014/10/20,2454.71,2453.8
2014/10/21,2433.39,2439.4
2014/10/22,2418.64,2428.6
2014/10/23,2395.94,2405.6
2014/10/24,2390.71,2396.6
2014/10/27,2368.83,2381
2014/10/28,2416.65,2425.8
2014/10/29,2451.38,2457.6
2014/10/30,2468.93,2469.6
2014/10/31,2508.32,2523.2
2014/11/3,2512.55,2511.2
2014/11/4,2513.17,2511
2014/11/5,2503.45,2515.2
2014/11/6,2506.07,2517.2
2014/11/7,2502.15,2496.4
2014/11/10,2565.73,2564.8
2014/11/11,2558.61,2549.4
2014/11/12,2594.32,2584.2
2014/11/13,2579.75,2570.8
2014/11/14,2581.09,2578.2
2014/11/17,2567.1,2567
2014/11/18,2541.42,2545
2014/11/19,2537.22,2533.6
2014/11/20,2537.1,2543.4
2014/11/21,2583.46,2566
2014/11/24,2649.26,2674.4
2014/11/25,2685.56,2724.4
2014/11/26,2723.02,2745.6
2014/11/27,2754.49,2754.8
2014/11/28,2808.82,2826
2014/12/1,2819.81,2809.2
2014/12/2,2923.94,2936
2014/12/3,2967.55,2996.2
2014/12/4,3104.35,3195.8
2014/12/5,3124.89,3183
2014/12/8,3252.88,3327.2
2014/12/9,3106.91,3143
2014/12/10,3221.55,3229.6
2014/12/11,3183.01,3207.8
2014/12/12,3193.23,3215.8
2014/12/15,3217.23,3244
2014/12/16,3303.4,3322.8
2014/12/17,3360.6,3363.6
2014/12/18,3345.93,3361.8
2014/12/19,3383.17,3352.2
2014/12/22,3394.48,3399.4
2014/12/23,3324.92,3313
2014/12/24,3230.39,3259
2014/12/25,3335.42,3381
2014/12/26,3445.84,3483
2014/12/29,3455.46,3474.6
2014/12/30,3457.55,3482.6
2014/12/31,3533.71,3593.2
