date,cp
2014/10/24,2390.706
2014/10/27,2368.832
2014/10/28,2416.653
2014/10/29,2451.384
2014/10/30,2468.925
2014/10/31,2508.325
2014/11/3,2512.548
2014/11/4,2513.172
2014/11/5,2503.448
2014/11/6,2506.067
2014/11/7,2502.153
2014/11/10,2565.73
2014/11/11,2558.612
2014/11/12,2594.318
2014/11/13,2579.75
2014/11/14,2581.093
2014/11/17,2567.101
2014/11/18,2541.416
2014/11/19,2537.223
2014/11/20,2537.099
2014/11/21,2583.455
2014/11/24,2649.258
2014/11/25,2685.561
2014/11/26,2723.018
2014/11/27,2754.49
2014/11/28,2808.819
2014/12/1,2819.812
2014/12/2,2923.94
2014/12/3,2967.549
2014/12/4,3104.351
2014/12/5,3124.885
2014/12/8,3252.881
2014/12/9,3106.913
2014/12/10,3221.546
2014/12/11,3183.012
2014/12/12,3193.227
2014/12/15,3217.228
2014/12/16,3303.402
2014/12/17,3360.598
2014/12/18,3345.927
2014/12/19,3383.167
2014/12/22,3394.481
2014/12/23,3324.924
2014/12/24,3230.385
2014/12/25,3335.419
2014/12/26,3445.839
2014/12/29,3455.455
2014/12/30,3457.554
2014/12/31,3533.705
